GO	Genes
GO:0016788	Glyma.17G166100
GO:0006468	Glyma.17G166200
GO:0004672	Glyma.17G166200
GO:0006412	Glyma.17G166400
GO:0005840	Glyma.17G166400
GO:0005622	Glyma.17G166400
GO:0003735	Glyma.17G166400
GO:0016758	Glyma.17G166500
GO:0008152	Glyma.17G166500
GO:0016568	Glyma.17G166700
GO:0006355	Glyma.17G166700
GO:0005634	Glyma.17G166700
GO:0046872	Glyma.17G166800
GO:0000166	Glyma.17G166800
GO:0005515	Glyma.17G166900
GO:0055114	Glyma.17G167200
GO:0016491	Glyma.17G167200
GO:0003677	Glyma.17G167500
GO:0046983	Glyma.17G167500
GO:0005515	Glyma.17G167600
GO:0006468	Glyma.17G167600
GO:0004672	Glyma.17G167600
GO:0005634	Glyma.17G167700
GO:0005515	Glyma.17G167800
GO:0016021	Glyma.17G168200
GO:0008234	Glyma.17G168300
GO:0006508	Glyma.17G168300
GO:0016020	Glyma.17G168400
GO:0015018	Glyma.17G168400
GO:0043565	Glyma.17G168900
GO:0006355	Glyma.17G168900
GO:0003700	Glyma.17G168900
GO:0055114	Glyma.17G169000
GO:0050660	Glyma.17G169000
GO:0017150	Glyma.17G169000
GO:0008033	Glyma.17G169000
GO:0055114	Glyma.17G169100
GO:0016491	Glyma.17G169100
GO:0006468	Glyma.17G169300
GO:0005524	Glyma.17G169300
GO:0004672	Glyma.17G169300
GO:0008017	Glyma.17G169400
GO:0007018	Glyma.17G169400
GO:0005524	Glyma.17G169400
GO:0003777	Glyma.17G169400
GO:0005871	Glyma.17G169400
GO:0006355	Glyma.17G169800
GO:0003700	Glyma.17G169800
GO:0006355	Glyma.17G170100
GO:0003700	Glyma.17G170100
GO:0006355	Glyma.17G170300
GO:0003700	Glyma.17G170300
GO:0007275	Glyma.17G170300
GO:0008171	Glyma.17G171100
GO:0016747	Glyma.17G171300
GO:0008270	Glyma.17G172100
GO:0005515	Glyma.17G172100
GO:0008270	Glyma.17G172200
GO:0005515	Glyma.17G172200
GO:0046983	Glyma.17G172400
GO:0006468	Glyma.17G173000
GO:0005524	Glyma.17G173000
GO:0004672	Glyma.17G173000
GO:0046983	Glyma.17G173100
GO:0006629	Glyma.17G173600
GO:0015979	Glyma.17G173700
GO:0009522	Glyma.17G173700
GO:0006629	Glyma.17G173800
GO:0006629	Glyma.17G174100
GO:0005515	Glyma.17G174500
GO:0071949	Glyma.17G174500
GO:0043565	Glyma.17G174900
GO:0006355	Glyma.17G174900
GO:0005634	Glyma.17G174900
GO:0003700	Glyma.17G174900
GO:0003677	Glyma.17G175500
GO:0007050	Glyma.17G175700
GO:0005634	Glyma.17G175700
GO:0004861	Glyma.17G175700
GO:0008146	Glyma.17G176100
GO:0003677	Glyma.17G176600
GO:0000786	Glyma.17G176600
GO:0005515	Glyma.17G177600
GO:0006457	Glyma.17G177600
GO:0003755	Glyma.17G177600
GO:0000413	Glyma.17G177600
GO:0055114	Glyma.17G177800
GO:0020037	Glyma.17G177800
GO:0006979	Glyma.17G177800
GO:0004601	Glyma.17G177800
GO:0006468	Glyma.17G177900
GO:0005524	Glyma.17G177900
GO:0004672	Glyma.17G177900
GO:0055114	Glyma.17G178300
GO:0016491	Glyma.17G178300
GO:0006468	Glyma.17G178800
GO:0005524	Glyma.17G178800
GO:0004672	Glyma.17G178800
GO:0043531	Glyma.17G179200
GO:0043531	Glyma.17G179400
GO:0043531	Glyma.17G179500
GO:0022857	Glyma.17G179700
GO:0016021	Glyma.17G179700
GO:0005524	Glyma.17G179800
GO:0050515	Glyma.17G179800
GO:0016114	Glyma.17G179800
GO:0043531	Glyma.17G180000
GO:0043531	Glyma.17G180100
GO:0043531	Glyma.17G180300
GO:0055114	Glyma.17G180400
GO:0016491	Glyma.17G180400
GO:0005507	Glyma.17G180400
GO:0055114	Glyma.17G180500
GO:0016491	Glyma.17G180500
GO:0005507	Glyma.17G180500
GO:0006355	Glyma.17G180600
GO:0003677	Glyma.17G180600
GO:0046983	Glyma.17G180800
GO:0006412	Glyma.17G181000
GO:0005840	Glyma.17G181000
GO:0003735	Glyma.17G181000
GO:0003723	Glyma.17G181200
GO:0000178	Glyma.17G181200
GO:0005515	Glyma.17G181950
GO:0005515	Glyma.17G182166
GO:0005515	Glyma.17G182700
GO:0006351	Glyma.17G183400
GO:0003899	Glyma.17G183400
GO:0003677	Glyma.17G183400
GO:0005634	Glyma.17G183400
GO:0032549	Glyma.17G183400
GO:0016747	Glyma.17G183700
GO:0008610	Glyma.17G183700
GO:0016020	Glyma.17G183700
GO:0006633	Glyma.17G183700
GO:0016021	Glyma.17G183800
GO:0005515	Glyma.17G184650
GO:0030170	Glyma.17G184700
GO:0008483	Glyma.17G184700
GO:0005524	Glyma.17G184800
GO:0003676	Glyma.17G184800
GO:0008652	Glyma.17G184900
GO:0008270	Glyma.17G184900
GO:0003871	Glyma.17G184900
GO:0009086	Glyma.17G184900
GO:0006355	Glyma.17G185000
GO:0003677	Glyma.17G185000
GO:0005515	Glyma.17G185200
GO:0006412	Glyma.17G185500
GO:0005840	Glyma.17G185500
GO:0003735	Glyma.17G185500
GO:0015986	Glyma.17G185600
GO:0015078	Glyma.17G185600
GO:0055114	Glyma.17G186100
GO:0042773	Glyma.17G186100
GO:0016651	Glyma.17G186100
GO:0050821	Glyma.17G186400
GO:0042301	Glyma.17G186400
GO:0016020	Glyma.17G186400
GO:0015979	Glyma.17G186400
GO:0009523	Glyma.17G186400
GO:0005525	Glyma.17G186600
GO:0006438	Glyma.17G186800
GO:0005737	Glyma.17G186800
GO:0005524	Glyma.17G186800
GO:0004832	Glyma.17G186800
GO:0000166	Glyma.17G186800
GO:0006418	Glyma.17G186800
GO:0004812	Glyma.17G186800
GO:0006418	Glyma.17G186900
GO:0005524	Glyma.17G186900
GO:0004812	Glyma.17G186900
GO:0000166	Glyma.17G186900
GO:0006418	Glyma.17G187000
GO:0005524	Glyma.17G187000
GO:0004812	Glyma.17G187000
GO:0000166	Glyma.17G187000
GO:0005515	Glyma.17G187200
GO:0006468	Glyma.17G187200
GO:0004672	Glyma.17G187200
GO:0055114	Glyma.17G187300
GO:0016702	Glyma.17G187300
GO:0006396	Glyma.17G187400
GO:0000176	Glyma.17G187400
GO:0005622	Glyma.17G187400
GO:0003676	Glyma.17G187400
GO:0008408	Glyma.17G187400
GO:0006139	Glyma.17G187400
GO:0009086	Glyma.17G188100
GO:0008270	Glyma.17G188100
GO:0003871	Glyma.17G188100
GO:0005975	Glyma.17G188200
GO:0004553	Glyma.17G188200
GO:0043565	Glyma.17G188500
GO:0006355	Glyma.17G188500
GO:0003700	Glyma.17G188500
GO:0005515	Glyma.17G188600
GO:0009733	Glyma.17G189200
GO:0055085	Glyma.17G189300
GO:0016021	Glyma.17G189300
GO:0016020	Glyma.17G189300
GO:0006810	Glyma.17G189300
GO:0005215	Glyma.17G189300
GO:0055114	Glyma.17G189700
GO:0050661	Glyma.17G189700
GO:0050660	Glyma.17G189700
GO:0004499	Glyma.17G189700
GO:0055085	Glyma.17G189751
GO:0016020	Glyma.17G189751
GO:0006821	Glyma.17G189751
GO:0005247	Glyma.17G189751
GO:0006003	Glyma.17G189950
GO:0005524	Glyma.17G189950
GO:0003824	Glyma.17G189950
GO:0016021	Glyma.17G190400
GO:0004252	Glyma.17G190400
GO:0006508	Glyma.17G190400
GO:0003676	Glyma.17G190500
GO:0003723	Glyma.17G190500
GO:0008152	Glyma.17G190800
GO:0003824	Glyma.17G190800
GO:0006886	Glyma.17G191000
GO:0005622	Glyma.17G191000
GO:0055085	Glyma.17G191300
GO:0016987	Glyma.17G192200
GO:0006355	Glyma.17G192200
GO:0006352	Glyma.17G192200
GO:0003700	Glyma.17G192200
GO:0003677	Glyma.17G192200
GO:0006364	Glyma.17G192300
GO:0004222	Glyma.17G192300
GO:0043565	Glyma.17G192800
GO:0008270	Glyma.17G192800
GO:0006355	Glyma.17G192800
GO:0003700	Glyma.17G192800
GO:0005515	Glyma.17G193650
GO:0005515	Glyma.17G193700
GO:0006355	Glyma.17G194100
GO:0003700	Glyma.17G194100
GO:0005524	Glyma.17G194400
GO:0016020	Glyma.17G194500
GO:0006810	Glyma.17G194500
GO:0005215	Glyma.17G194500
GO:0016020	Glyma.17G194600
GO:0006810	Glyma.17G194600
GO:0005215	Glyma.17G194600
GO:0005515	Glyma.17G194900
GO:0055114	Glyma.17G195100
GO:0016020	Glyma.17G195100
GO:0003885	Glyma.17G195100
GO:0050660	Glyma.17G195100
GO:0016491	Glyma.17G195100
GO:0006468	Glyma.17G195900
GO:0005524	Glyma.17G195900
GO:0004672	Glyma.17G195900
GO:0005515	Glyma.17G196200
GO:0006468	Glyma.17G196200
GO:0005524	Glyma.17G196200
GO:0004672	Glyma.17G196200
GO:0006950	Glyma.17G196300
GO:0006468	Glyma.17G196300
GO:0005524	Glyma.17G196300
GO:0004672	Glyma.17G196300
GO:0006265	Glyma.17G196400
GO:0005694	Glyma.17G196400
GO:0003916	Glyma.17G196400
GO:0003677	Glyma.17G196400
GO:0003917	Glyma.17G196400
GO:0006265	Glyma.17G196500
GO:0003916	Glyma.17G196500
GO:0003677	Glyma.17G196500
GO:0003917	Glyma.17G196500
GO:0008270	Glyma.17G196800
GO:0003676	Glyma.17G196800
GO:0055114	Glyma.17G196900
GO:0016616	Glyma.17G196900
GO:0006694	Glyma.17G196900
GO:0003854	Glyma.17G196900
GO:0043565	Glyma.17G197500
GO:0006355	Glyma.17G197500
GO:0003700	Glyma.17G197500
GO:0006887	Glyma.17G197600
GO:0000145	Glyma.17G197600
GO:0008270	Glyma.17G198300
GO:0005515	Glyma.17G198300
GO:0070461	Glyma.17G198400
GO:0055114	Glyma.17G198700
GO:0020037	Glyma.17G198700
GO:0006979	Glyma.17G198700
GO:0004601	Glyma.17G198700
GO:0046872	Glyma.17G199200
GO:0000166	Glyma.17G199200
GO:0005515	Glyma.17G199600
GO:0016772	Glyma.17G199600
GO:0006388	Glyma.17G199600
GO:0016772	Glyma.17G200100
GO:0006388	Glyma.17G200100
GO:0008168	Glyma.17G200800
GO:0007186	Glyma.17G200900
GO:0005834	Glyma.17G200900
GO:0004871	Glyma.17G200900
GO:0008270	Glyma.17G201200
GO:0006351	Glyma.17G201200
GO:0003676	Glyma.17G201200
GO:0019901	Glyma.17G201300
GO:0006355	Glyma.17G201300
GO:0000079	Glyma.17G201300
GO:0008168	Glyma.17G201400
GO:0006364	Glyma.17G201400
GO:0005737	Glyma.17G201400
GO:0016020	Glyma.17G201700
GO:0008375	Glyma.17G201700
GO:0003676	Glyma.17G202200
GO:0005975	Glyma.17G202500
GO:0004553	Glyma.17G202500
GO:0008270	Glyma.17G202700
GO:0005515	Glyma.17G202700
GO:0006367	Glyma.17G202802
GO:0005669	Glyma.17G202802
GO:0005975	Glyma.17G202900
GO:0004553	Glyma.17G202900
GO:0005096	Glyma.17G203600
GO:0016192	Glyma.17G203700
GO:0016852	Glyma.17G203751
GO:0009236	Glyma.17G203751
GO:0008270	Glyma.17G203800
GO:0005515	Glyma.17G203800
GO:0008601	Glyma.17G204800
GO:0007165	Glyma.17G204800
GO:0000159	Glyma.17G204800
GO:0005634	Glyma.17G204900
GO:0051536	Glyma.17G205000
GO:0009055	Glyma.17G205000
GO:0055114	Glyma.17G205300
GO:0016491	Glyma.17G205300
GO:0043039	Glyma.17G205500
GO:0016876	Glyma.17G205500
GO:0005524	Glyma.17G205500
GO:0005515	Glyma.17G205700
GO:0055114	Glyma.17G205800
GO:0050661	Glyma.17G205800
GO:0050660	Glyma.17G205800
GO:0004499	Glyma.17G205800
GO:0016887	Glyma.17G206100
GO:0005524	Glyma.17G206100
GO:0016020	Glyma.17G206100
GO:0016887	Glyma.17G206300
GO:0005524	Glyma.17G206300
GO:0016020	Glyma.17G206300
GO:0016747	Glyma.17G206400
GO:0006412	Glyma.17G206500
GO:0005840	Glyma.17G206500
GO:0005622	Glyma.17G206500
GO:0003735	Glyma.17G206500
GO:0033177	Glyma.17G206600
GO:0015991	Glyma.17G206600
GO:0015078	Glyma.17G206600
GO:0071949	Glyma.17G206700
GO:0006412	Glyma.17G206800
GO:0005840	Glyma.17G206800
GO:0005622	Glyma.17G206800
GO:0003735	Glyma.17G206800
GO:0003677	Glyma.17G207100
GO:0016021	Glyma.17G207700
GO:0006820	Glyma.17G207700
GO:0016020	Glyma.17G207700
GO:0005452	Glyma.17G207700
GO:0005515	Glyma.17G207800
GO:0016021	Glyma.17G207800
GO:0016020	Glyma.17G207800
GO:0022857	Glyma.17G207800
GO:0006122	Glyma.17G208000
GO:0005750	Glyma.17G208000
GO:0008017	Glyma.17G208400
GO:0007018	Glyma.17G208400
GO:0005524	Glyma.17G208400
GO:0003777	Glyma.17G208400
GO:0005871	Glyma.17G208400
GO:0055114	Glyma.17G209100
GO:0020037	Glyma.17G209100
GO:0016705	Glyma.17G209100
GO:0005506	Glyma.17G209100
GO:0005524	Glyma.17G209600
GO:0055114	Glyma.17G209900
GO:0016491	Glyma.17G209900
GO:0010181	Glyma.17G209900
GO:0006355	Glyma.17G210500
GO:0003700	Glyma.17G210500
GO:0005515	Glyma.17G211000
GO:0006468	Glyma.17G211200
GO:0005524	Glyma.17G211200
GO:0004672	Glyma.17G211200
GO:0016020	Glyma.17G211400
GO:0008375	Glyma.17G211400
GO:0006468	Glyma.17G211700
GO:0005524	Glyma.17G211700
GO:0004672	Glyma.17G211700
GO:0009116	Glyma.17G212100
GO:0016021	Glyma.17G212400
GO:0016020	Glyma.17G212400
GO:0016020	Glyma.17G212500
GO:0008378	Glyma.17G212500
GO:0006486	Glyma.17G212500
GO:0005509	Glyma.17G213600
GO:0030247	Glyma.17G214100
GO:0006468	Glyma.17G214100
GO:0004672	Glyma.17G214100
GO:0030247	Glyma.17G214200
GO:0006468	Glyma.17G214200
GO:0004672	Glyma.17G214200
GO:0030247	Glyma.17G214400
GO:0006468	Glyma.17G214400
GO:0004672	Glyma.17G214400
GO:0030247	Glyma.17G214500
GO:0006468	Glyma.17G214500
GO:0004672	Glyma.17G214500
GO:0030247	Glyma.17G214600
GO:0006468	Glyma.17G214600
GO:0004672	Glyma.17G214600
GO:0006468	Glyma.17G214700
GO:0004672	Glyma.17G214700
GO:0030247	Glyma.17G214900
GO:0006468	Glyma.17G214900
GO:0004672	Glyma.17G214900
GO:0003677	Glyma.17G215100
GO:0046983	Glyma.17G215100
GO:0005515	Glyma.17G215200
GO:0003677	Glyma.17G215500
GO:0005634	Glyma.17G215500
GO:0006355	Glyma.17G215500
GO:0008234	Glyma.17G215600
GO:0006508	Glyma.17G215600
GO:0006468	Glyma.17G215900
GO:0005524	Glyma.17G215900
GO:0004672	Glyma.17G215900
GO:0030170	Glyma.17G216000
GO:0009058	Glyma.17G216000
GO:0008483	Glyma.17G216000
GO:0006520	Glyma.17G216000
GO:0006355	Glyma.17G216100
GO:0003700	Glyma.17G216100
GO:0005759	Glyma.17G216700
GO:0005975	Glyma.17G217000
GO:0004553	Glyma.17G217000
GO:0000160	Glyma.17G217100
GO:0016747	Glyma.17G217200
GO:0016818	Glyma.17G217300
GO:0008270	Glyma.17G217300
GO:0006355	Glyma.17G217300
GO:0005634	Glyma.17G217300
GO:0005524	Glyma.17G217300
GO:0003677	Glyma.17G217300
GO:0016787	Glyma.17G217300
GO:0055114	Glyma.17G218200
GO:0016491	Glyma.17G218200
GO:0008152	Glyma.17G218200
GO:0008270	Glyma.17G218300
GO:0055085	Glyma.17G218400
GO:0016021	Glyma.17G218400
GO:0006468	Glyma.17G218500
GO:0005524	Glyma.17G218500
GO:0004672	Glyma.17G218500
GO:0030246	Glyma.17G218500
GO:0003924	Glyma.17G218600
GO:0007017	Glyma.17G218600
GO:0005874	Glyma.17G218600
GO:0003824	Glyma.17G218700
GO:0006470	Glyma.17G218700
GO:0004722	Glyma.17G218700
GO:0006457	Glyma.17G218800
GO:0003755	Glyma.17G218800
GO:0000413	Glyma.17G218800
GO:0006950	Glyma.17G218900
GO:0006468	Glyma.17G218900
GO:0004672	Glyma.17G218900
GO:0006468	Glyma.17G219200
GO:0004672	Glyma.17G219200
GO:0035434	Glyma.17G219400
GO:0016021	Glyma.17G219400
GO:0005375	Glyma.17G219400
GO:0006355	Glyma.17G219700
GO:0003700	Glyma.17G219700
GO:0008270	Glyma.17G220500
GO:0005515	Glyma.17G220500
GO:0005515	Glyma.17G220600
GO:0007165	Glyma.17G220800
GO:0000155	Glyma.17G220800
GO:0000160	Glyma.17G220800
GO:0003824	Glyma.17G221100
GO:0006470	Glyma.17G221100
GO:0004722	Glyma.17G221100
GO:0055114	Glyma.17G221400
GO:0020037	Glyma.17G221400
GO:0006979	Glyma.17G221400
GO:0004601	Glyma.17G221400
GO:0055114	Glyma.17G221500
GO:0010277	Glyma.17G221500
GO:0051301	Glyma.17G221700
GO:0031110	Glyma.17G221700
GO:0008017	Glyma.17G221700
GO:0007067	Glyma.17G221700
GO:0007059	Glyma.17G221700
GO:0005876	Glyma.17G221700
GO:0000940	Glyma.17G221700
GO:0000090	Glyma.17G221700
GO:0016758	Glyma.17G221900
GO:0016021	Glyma.17G222000
GO:0016020	Glyma.17G222000
GO:0006355	Glyma.17G222200
GO:0005634	Glyma.17G222200
GO:0005515	Glyma.17G222200
GO:0043565	Glyma.17G222300
GO:0006355	Glyma.17G222300
GO:0003700	Glyma.17G222300
GO:0005515	Glyma.17G222400
GO:0043565	Glyma.17G222500
GO:0006355	Glyma.17G222500
GO:0003700	Glyma.17G222500
GO:0009073	Glyma.17G222700
GO:0004106	Glyma.17G222700
GO:0008152	Glyma.17G222800
GO:0003824	Glyma.17G222800
GO:0005515	Glyma.17G223000
GO:0060918	Glyma.17G223000
GO:0048513	Glyma.17G223000
GO:0004871	Glyma.17G223000
GO:0046983	Glyma.17G223100
GO:0016021	Glyma.17G223200
GO:0009055	Glyma.17G223400
GO:0005524	Glyma.17G223500
GO:0003676	Glyma.17G223600
GO:0006418	Glyma.17G223600
GO:0005524	Glyma.17G223600
GO:0004812	Glyma.17G223600
GO:0000166	Glyma.17G223600
GO:0003824	Glyma.17G223800
GO:0006470	Glyma.17G223800
GO:0004722	Glyma.17G223800
GO:0055114	Glyma.17G223900
GO:0016491	Glyma.17G223900
GO:0016209	Glyma.17G223900
GO:0006979	Glyma.17G223900
GO:0004602	Glyma.17G223900
GO:0055085	Glyma.17G224000
GO:0016021	Glyma.17G224000
GO:0045747	Glyma.17G224100
GO:0007049	Glyma.17G224100
GO:0006221	Glyma.17G224100
GO:0006468	Glyma.17G224200
GO:0005524	Glyma.17G224200
GO:0004672	Glyma.17G224200
GO:0030246	Glyma.17G224200
GO:0006468	Glyma.17G224300
GO:0005524	Glyma.17G224300
GO:0004672	Glyma.17G224300
GO:0030246	Glyma.17G224300
GO:0006468	Glyma.17G224500
GO:0005524	Glyma.17G224500
GO:0004672	Glyma.17G224500
GO:0030246	Glyma.17G224500
GO:0006468	Glyma.17G224551
GO:0005524	Glyma.17G224551
GO:0004672	Glyma.17G224551
GO:0006468	Glyma.17G224600
GO:0005524	Glyma.17G224600
GO:0004672	Glyma.17G224600
GO:0030246	Glyma.17G224600
GO:0043565	Glyma.17G224800
GO:0006355	Glyma.17G224800
GO:0003700	Glyma.17G224800
GO:0005515	Glyma.17G225200
GO:0042393	Glyma.17G225200
GO:0006355	Glyma.17G225200
GO:0006468	Glyma.17G225400
GO:0005524	Glyma.17G225400
GO:0004672	Glyma.17G225400
GO:0016747	Glyma.17G225450
GO:0016020	Glyma.17G225450
GO:0006633	Glyma.17G225450
GO:0016558	Glyma.17G225600
GO:0008270	Glyma.17G225600
GO:0007031	Glyma.17G225600
GO:0005779	Glyma.17G225600
GO:0005515	Glyma.17G225600
GO:0055114	Glyma.17G225700
GO:0050660	Glyma.17G225700
GO:0016491	Glyma.17G225700
GO:0019139	Glyma.17G225700
GO:0009690	Glyma.17G225700
GO:0005515	Glyma.17G225800
GO:0005515	Glyma.17G226100
GO:0006468	Glyma.17G226100
GO:0005524	Glyma.17G226100
GO:0004672	Glyma.17G226100
GO:0016459	Glyma.17G226300
GO:0005524	Glyma.17G226300
GO:0003774	Glyma.17G226300
GO:0016872	Glyma.17G226600
GO:0031683	Glyma.17G226700
GO:0019001	Glyma.17G226700
GO:0007186	Glyma.17G226700
GO:0004871	Glyma.17G226700
GO:0003924	Glyma.17G226700
GO:0055114	Glyma.17G226902
GO:0006546	Glyma.17G226902
GO:0004375	Glyma.17G226902
GO:0016021	Glyma.17G227100
GO:0015693	Glyma.17G227100
GO:0015095	Glyma.17G227100
GO:0005515	Glyma.17G227400
GO:0055114	Glyma.17G227500
GO:0020037	Glyma.17G227500
GO:0016705	Glyma.17G227500
GO:0005506	Glyma.17G227500
GO:0043565	Glyma.17G227600
GO:0006355	Glyma.17G227600
GO:0005634	Glyma.17G227600
GO:0003700	Glyma.17G227600
GO:0045454	Glyma.17G227700
GO:0015035	Glyma.17G227700
GO:0009055	Glyma.17G227700
GO:0005524	Glyma.17G228100
GO:0003678	Glyma.17G228100
GO:0006508	Glyma.17G228100
GO:0004222	Glyma.17G228100
GO:0006629	Glyma.17G228400
GO:0055085	Glyma.17G228600
GO:0046873	Glyma.17G228600
GO:0030001	Glyma.17G228600
GO:0016020	Glyma.17G228600
GO:0043565	Glyma.17G228700
GO:0008270	Glyma.17G228700
GO:0006355	Glyma.17G228700
GO:0003700	Glyma.17G228700
GO:0055114	Glyma.17G228800
GO:0006546	Glyma.17G228800
GO:0004375	Glyma.17G228800
GO:0006468	Glyma.17G229100
GO:0004672	Glyma.17G229100
GO:0005524	Glyma.17G229100
GO:0005509	Glyma.17G229500
GO:0055085	Glyma.17G229700
GO:0016021	Glyma.17G229700
GO:0015299	Glyma.17G229700
GO:0006812	Glyma.17G229700
GO:0006355	Glyma.17G230000
GO:0003677	Glyma.17G230000
GO:0003723	Glyma.17G230300
GO:0046983	Glyma.17G230400
GO:0046872	Glyma.17G230500
GO:0003824	Glyma.17G230600
GO:0006470	Glyma.17G230600
GO:0004722	Glyma.17G230600
GO:0008233	Glyma.17G230700
GO:0006508	Glyma.17G230700
GO:0016020	Glyma.17G231100
GO:0008375	Glyma.17G231100
GO:0043039	Glyma.17G231300
GO:0005737	Glyma.17G231300
GO:0005524	Glyma.17G231300
GO:0004812	Glyma.17G231300
GO:0000049	Glyma.17G231300
GO:0008152	Glyma.17G231400
GO:0003824	Glyma.17G231400
GO:0003723	Glyma.17G231700
GO:0008408	Glyma.17G231700
GO:0006139	Glyma.17G231700
GO:0003676	Glyma.17G231700
GO:0009982	Glyma.17G232000
GO:0009451	Glyma.17G232000
GO:0003723	Glyma.17G232000
GO:0001522	Glyma.17G232000
GO:0005975	Glyma.17G232200
GO:0004553	Glyma.17G232200
GO:0016798	Glyma.17G232200
GO:0003677	Glyma.17G232205
GO:0006355	Glyma.17G232205
GO:0005634	Glyma.17G232205
GO:0043565	Glyma.17G232210
GO:0006355	Glyma.17G232210
GO:0003700	Glyma.17G232210
GO:0003677	Glyma.17G232210
GO:0016020	Glyma.17G232235
GO:0071949	Glyma.17G232255
GO:0046983	Glyma.17G232285
GO:0006355	Glyma.17G232290
GO:0003700	Glyma.17G232290
GO:0007275	Glyma.17G232290
GO:0003676	Glyma.17G232500
GO:0006355	Glyma.17G232600
GO:0005634	Glyma.17G232600
GO:0005524	Glyma.17G232600
GO:0032502	Glyma.17G232600
GO:0006351	Glyma.17G232600
GO:0006355	Glyma.17G232700
GO:0005634	Glyma.17G232700
GO:0005524	Glyma.17G232700
GO:0032502	Glyma.17G232700
GO:0006351	Glyma.17G232700
GO:0005515	Glyma.17G233000
GO:0008017	Glyma.17G233200
GO:0007018	Glyma.17G233200
GO:0005524	Glyma.17G233200
GO:0003777	Glyma.17G233200
GO:0005871	Glyma.17G233200
GO:0008283	Glyma.17G233400
GO:0008083	Glyma.17G233400
GO:0005576	Glyma.17G233400
GO:0008283	Glyma.17G233500
GO:0008083	Glyma.17G233500
GO:0005576	Glyma.17G233500
GO:0016567	Glyma.17G233600
GO:0004842	Glyma.17G233600
GO:0005515	Glyma.17G233800
GO:0006457	Glyma.17G233800
GO:0005515	Glyma.17G233900
GO:0055085	Glyma.17G234102
GO:0016020	Glyma.17G234102
GO:0006810	Glyma.17G234102
GO:0005215	Glyma.17G234102
GO:0055085	Glyma.17G234152
GO:0016020	Glyma.17G234152
GO:0006810	Glyma.17G234152
GO:0005215	Glyma.17G234152
GO:0006887	Glyma.17G234500
GO:0000145	Glyma.17G234500
GO:0005515	Glyma.17G234600
GO:0008270	Glyma.17G234700
GO:0005543	Glyma.17G235500
GO:0005515	Glyma.17G235600
GO:0055085	Glyma.17G235700
GO:0005741	Glyma.17G235700
GO:0046983	Glyma.17G236100
GO:0006352	Glyma.17G236600
GO:0005669	Glyma.17G236600
GO:0000062	Glyma.17G236700
GO:0006508	Glyma.17G236800
GO:0004252	Glyma.17G236800
GO:0048193	Glyma.17G236900
GO:0016020	Glyma.17G236900
GO:0005634	Glyma.17G237200
GO:0005515	Glyma.17G237800
GO:0005515	Glyma.17G238100
GO:0016787	Glyma.17G238200
GO:0005634	Glyma.17G238400
GO:0005515	Glyma.17G238700
GO:0008234	Glyma.17G239000
GO:0006508	Glyma.17G239000
GO:0043565	Glyma.17G239200
GO:0006355	Glyma.17G239200
GO:0003700	Glyma.17G239200
GO:0005515	Glyma.17G239300
GO:0008017	Glyma.17G239500
GO:0007018	Glyma.17G239500
GO:0005524	Glyma.17G239500
GO:0003777	Glyma.17G239500
GO:0005871	Glyma.17G239500
GO:0030170	Glyma.17G239700
GO:0009058	Glyma.17G239700
GO:0006355	Glyma.17G240100
GO:0003700	Glyma.17G240100
GO:0006887	Glyma.17G240200
GO:0000145	Glyma.17G240200
GO:0003677	Glyma.17G240300
GO:0003723	Glyma.17G240400
GO:0003676	Glyma.17G240400
GO:0006355	Glyma.17G240700
GO:0003677	Glyma.17G240700
GO:0008270	Glyma.17G240800
GO:0005515	Glyma.17G240800
GO:0046983	Glyma.17G241000
GO:0043565	Glyma.17G241300
GO:0006355	Glyma.17G241300
GO:0005634	Glyma.17G241300
GO:0003700	Glyma.17G241300
GO:0006629	Glyma.17G241400
GO:0006468	Glyma.17G242000
GO:0005524	Glyma.17G242000
GO:0004674	Glyma.17G242000
GO:0004672	Glyma.17G242000
GO:0055114	Glyma.17G242200
GO:0020037	Glyma.17G242200
GO:0016705	Glyma.17G242200
GO:0005506	Glyma.17G242200
GO:0043169	Glyma.17G242400
GO:0005975	Glyma.17G242400
GO:0003824	Glyma.17G242400
GO:0005509	Glyma.17G242400
GO:0004556	Glyma.17G242400
GO:0016757	Glyma.17G242500
GO:0045492	Glyma.17G242500
GO:0015020	Glyma.17G242500
GO:0009834	Glyma.17G242500
GO:0005794	Glyma.17G242500
GO:0006470	Glyma.17G243100
GO:0004722	Glyma.17G243100
GO:0006260	Glyma.17G243200
GO:0005634	Glyma.17G243200
GO:0000808	Glyma.17G243200
GO:0006629	Glyma.17G243900
GO:0006629	Glyma.17G244000
GO:0006629	Glyma.17G244100
GO:0006629	Glyma.17G244200
GO:0008146	Glyma.17G244500
GO:0016787	Glyma.17G244600
GO:0003676	Glyma.17G244800
GO:0006508	Glyma.17G244900
GO:0004185	Glyma.17G244900
GO:0006468	Glyma.17G245300
GO:0005524	Glyma.17G245300
GO:0004672	Glyma.17G245300
GO:0043531	Glyma.17G245500
GO:0043531	Glyma.17G245600
GO:0055085	Glyma.17G245700
GO:0016020	Glyma.17G245700
GO:0006810	Glyma.17G245700
GO:0005215	Glyma.17G245700
GO:0003677	Glyma.17G245900
GO:0003677	Glyma.17G246000
GO:0006468	Glyma.17G246300
GO:0004672	Glyma.17G246300
GO:0005515	Glyma.17G246400
GO:0055114	Glyma.17G246500
